sale_id,customer_id,product_id,sale_date,quantity,sales_amount,discount,profit
1319,98218863,516376,2025-07-08,5,4387.15,39.57,859.22
1320,84382654,945635,2025-01-18,1,778.9,17.44,111.98
1321,67402645,812607,2025-09-23,3,1249.95,113.13,116.71
1322,52915166,832348,2025-04-09,3,2494.29,278.63,304.91
1323,17861428,455083,2025-12-21,4,3836.04,511.72,310.08
1324,18394558,487065,2025-07-12,2,749.36,77.57,126.73
1325,93122847,679321,2025-04-02,4,2953.84,279.16,274.14
1326,31328762,140489,2025-06-14,2,1300.4,230.43,189.04
1327,55038040,378676,2025-12-19,2,1762.84,334.19,226.38
1328,67386193,913428,2025-10-31,1,392.22,64.27,37.02
1329,23434261,39154,2025-02-06,1,946.86,107.01,164.44
1330,81462774,500633,2025-06-05,1,154.5,0.89,14.01
1331,11071601,753354,2025-07-26,1,423.56,78.52,37.23
1332,83236183,124290,2025-04-28,2,79.3,10.35,9.09
1333,74313592,171602,2025-11-13,2,1766.88,235.0,185.52
1334,45650429,965755,2025-06-16,4,2130.28,364.95,231.84
1335,59207798,839170,2025-08-22,1,481.63,90.67,72.35
1336,88843865,478531,2025-12-03,4,3301.84,198.15,527.7
1337,69353754,154179,2025-09-14,1,582.87,68.33,68.6
1338,5238055,378230,2025-02-17,3,499.26,10.45,71.19
1339,95558510,555121,2025-09-05,1,354.91,61.65,26.99
1340,25526479,490602,2025-04-12,4,2197.88,418.98,296.62
1341,2400009,36412,2025-02-12,1,397.68,24.4,42.12
1342,28173165,883013,2025-03-18,2,1979.76,388.48,232.62
1343,40877127,444361,2025-03-21,3,2467.89,350.68,365.97
1344,53886685,604184,2025-09-15,3,1192.65,49.73,163.21
1345,14207332,317242,2025-01-08,2,396.3,10.79,43.73
1346,30733165,961614,2025-08-31,1,227.22,21.18,37.26
1347,70420271,329351,2025-12-09,3,932.61,158.31,118.42
1348,99424244,812607,2025-03-21,4,1666.6,55.42,164.48
1349,43377076,455755,2025-07-10,3,132.27,4.55,23.92
1350,53354003,606256,2025-01-13,1,369.28,31.63,31.17
1351,19080489,256051,2025-09-07,4,1603.68,70.29,284.61
1352,43377076,540618,2025-01-25,5,1585.25,174.23,224.68
1353,53605257,965755,2025-09-04,4,2130.28,245.29,284.35
1354,89669139,747801,2025-12-16,2,555.52,34.63,47.54
1355,75674671,378230,2025-07-08,4,665.68,99.22,100.62
1356,89361574,993331,2025-11-19,2,204.88,34.45,20.14
1357,25915909,490602,2025-05-31,4,2197.88,214.56,377.88
1358,10418604,992178,2025-08-19,2,1264.86,224.52,107.22
1359,90621147,687218,2025-06-03,4,1271.28,168.57,160.02
1360,62868582,327290,2025-05-15,5,4311.4,206.18,517.93
1361,60385293,587420,2025-07-05,2,714.84,93.06,92.89
1362,95018817,739534,2025-09-29,5,4972.8,491.21,651.24
1363,91590001,890232,2025-02-27,3,1296.0,91.98,214.0
1364,24644542,327290,2025-01-19,2,1724.56,71.67,206.78
1365,91602727,992178,2025-03-10,4,2529.72,451.65,173.94
1366,67696145,991434,2025-08-08,1,237.62,19.72,27.56
1367,31813,863930,2025-05-16,4,970.28,169.35,102.97
1368,58974323,961614,2025-10-31,2,454.44,41.23,71.54
1369,5540556,513199,2025-10-15,4,1688.92,61.62,157.36
1370,77673290,726958,2025-12-13,5,4437.4,496.58,539.03
1371,70543108,561860,2025-09-13,1,874.78,1.13,82.85
1372,24581427,532965,2025-07-18,5,1536.15,65.56,206.1
1373,27038630,552883,2025-03-22,2,1776.32,117.96,196.14
1374,18954314,697683,2025-02-19,4,494.96,12.0,44.78
1375,97315135,652118,2025-11-09,3,66.12,9.55,5.9
1376,58631874,901144,2025-03-04,1,340.36,61.64,28.34
1377,8205155,328457,2025-04-02,4,3434.28,643.52,553.63
1378,42102289,219598,2025-01-05,3,1101.24,151.27,140.66
1379,69415494,131748,2025-08-21,2,162.7,14.34,16.24
1380,15417130,243235,2025-05-02,2,218.06,8.19,34.17
1381,67729191,18035,2025-04-06,3,2906.82,566.29,348.87
1382,2219590,563740,2025-11-22,5,481.65,76.23,50.67
1383,47618810,771228,2025-09-17,4,332.72,20.17,34.53
1384,95873651,721521,2025-04-05,2,834.78,42.21,92.1
1385,87213891,644847,2025-10-19,4,2491.24,406.4,412.3
1386,44409533,672059,2025-04-06,2,1345.46,44.2,154.14
1387,30535703,798639,2025-11-12,5,1056.25,52.26,116.49
1388,66310963,798639,2025-03-25,4,845.0,113.54,105.72
1389,46313756,890623,2025-12-12,5,1772.6,17.98,206.47
1390,14479168,667163,2025-02-03,3,1323.6,133.82,205.97
1391,24308515,837480,2025-05-09,3,652.2,46.01,104.19
1392,44198187,328457,2025-06-02,4,3434.28,520.46,327.07
1393,2058037,992178,2025-05-20,5,3162.15,403.63,322.7
1394,63624332,337168,2025-04-14,5,2727.45,49.0,279.41
1395,5039883,993331,2025-06-04,4,409.76,66.52,44.01
1396,51174875,120385,2025-08-19,2,1195.82,64.62,211.56
1397,91566278,196719,2025-09-21,4,870.0,74.84,94.13
1398,33472376,888807,2025-07-29,4,922.32,105.12,127.62
1399,12507907,863930,2025-04-15,4,970.28,104.25,144.18
1400,48268435,937542,2025-02-17,2,194.08,7.67,17.3
1401,52215833,913428,2025-04-14,5,1961.1,277.63,188.21
1402,1624115,799688,2025-03-18,1,309.62,2.32,40.69
1403,30367559,945635,2025-08-26,5,3894.5,619.31,653.83
1404,48167795,39154,2025-08-31,2,1893.72,267.56,306.47
1405,72079189,709916,2025-12-02,3,101.28,7.39,12.99
1406,44198187,832348,2025-03-29,2,1662.86,97.35,221.06
1407,91566278,118820,2025-07-25,3,36.96,4.15,4.46
1408,36587003,739448,2025-06-15,2,1511.32,140.26,212.88
1409,98241853,712003,2025-05-22,5,3358.4,531.98,441.26
1410,39042103,901144,2025-12-02,5,1701.8,276.87,215.16
1411,80850753,621677,2025-10-21,1,317.8,53.43,22.38
1412,80517784,378287,2025-09-08,4,1331.36,1.11,184.62
1413,24308515,397973,2025-06-16,4,2914.92,102.11,505.29
1414,73933840,714999,2025-09-14,2,1765.02,132.06,196.22
1415,70459847,965755,2025-05-29,5,2662.85,213.98,337.25
1416,37362180,490939,2025-04-23,4,321.0,43.76,41.77
1417,17929886,704868,2025-03-07,5,967.3,82.56,166.75
1418,31846190,853932,2025-08-31,4,3764.76,193.6,643.23
1419,1719710,684939,2025-09-11,3,2183.85,288.61,294.49
1420,14428954,298985,2025-07-21,3,551.28,44.08,92.99
1421,32527479,112390,2025-08-04,1,877.98,62.47,110.76
1422,1705969,256783,2025-08-17,5,4532.7,248.64,728.8
1423,85626346,186168,2025-04-02,3,2636.4,492.19,228.29
1424,79076101,592784,2025-09-24,4,1121.4,92.7,146.84
1425,90649019,993331,2025-04-10,5,512.2,50.11,57.16
1426,62807542,820973,2025-09-05,1,114.52,12.43,10.52
1427,89523804,256783,2025-06-08,5,4532.7,14.8,604.51
1428,16547602,611575,2025-09-18,5,2410.3,294.14,247.55
1429,43784632,237083,2025-03-03,1,577.13,29.16,64.79
1430,41181125,328457,2025-12-17,2,1717.14,190.8,291.58
1431,60049160,470449,2025-08-27,5,4138.85,342.69,631.61
1432,46828932,52729,2025-05-14,5,1580.1,287.2,132.19
1433,16785724,33797,2025-08-19,4,3552.48,479.43,323.17
1434,17929886,673058,2025-02-27,4,3063.04,197.66,421.94
1435,40703374,449106,2025-02-01,4,194.2,2.08,22.99
1436,19259955,513199,2025-09-11,2,844.46,88.37,65.86
1437,88923048,798639,2025-06-11,2,422.5,39.27,66.25
1438,78412820,532965,2025-08-22,3,921.69,74.87,160.36
1439,10048910,487931,2025-05-09,1,709.08,57.94,59.82
1440,31026200,287070,2025-01-13,1,443.17,45.13,59.03
1441,4378755,272170,2025-09-18,5,704.0,130.27,52.26
1442,57340963,300159,2025-07-31,4,177.4,12.14,24.46
1443,41494867,661577,2025-11-20,4,2883.8,238.13,502.59
1444,59619739,500633,2025-03-20,3,463.5,18.74,44.33
1445,19182548,114414,2025-04-05,1,832.06,28.15,86.49
1446,23126356,690565,2025-04-11,1,951.27,2.76,180.88
1447,89784343,883013,2025-09-06,3,2969.64,471.24,382.5
1448,46885873,187399,2025-04-26,4,213.96,18.41,39.07
1449,69632084,481843,2025-10-22,3,893.04,114.4,93.23
1450,83304462,851978,2025-01-09,5,3578.6,279.99,521.37
1451,7728356,739534,2025-10-11,2,1989.12,166.47,242.51
1452,32809328,448752,2025-11-23,5,800.35,88.44,70.32
1453,79672044,880510,2025-10-07,5,4757.15,378.98,869.24
1454,59216664,954722,2025-06-30,2,1232.9,211.08,174.01
1455,59222551,153019,2025-12-23,4,3791.8,419.6,657.75
1456,57392064,56589,2025-10-30,3,1553.31,39.57,297.16
1457,9278983,124290,2025-10-01,2,79.3,2.1,7.95
1458,75632045,243235,2025-10-23,1,109.03,21.22,14.33
1459,65570302,672059,2025-09-13,4,2690.92,459.4,212.12
1460,42366724,18035,2025-07-10,2,1937.88,216.16,257.88
1461,93730857,33955,2025-12-25,2,372.16,70.92,24.49
1462,63793401,196719,2025-11-12,1,217.5,19.91,15.97
1463,58513300,990993,2025-02-17,5,1318.5,254.0,180.42
1464,63661771,901144,2025-06-10,4,1361.44,1.07,210.53
1465,89619421,287070,2025-11-27,5,2215.85,240.4,294.41
1466,82948843,642612,2025-11-26,2,1034.06,35.84,122.51
1467,94529626,679865,2025-04-07,2,695.82,40.59,116.57
1468,63870636,930284,2025-12-01,3,568.41,41.01,64.21
1469,625395,70969,2025-06-14,2,1263.4,190.05,186.59
1470,89704218,726958,2025-07-01,1,887.48,68.85,123.15
1471,55028958,228286,2025-06-19,5,895.4,141.99,115.85
1472,48358028,563740,2025-03-02,5,481.65,70.6,44.59
1473,98307019,385113,2025-06-13,3,2449.14,116.63,216.81
1474,64141971,739448,2025-06-29,1,755.66,54.13,58.67
1475,82585664,317242,2025-04-05,2,396.3,63.22,61.22
1476,93699264,853932,2025-11-25,5,4705.95,737.62,407.36
1477,71176678,4452,2025-06-13,4,679.52,105.48,83.74
1478,1719710,851978,2025-01-06,5,3578.6,286.02,310.39
1479,85869195,462526,2025-11-14,1,449.97,1.87,66.87
1480,83058329,462526,2025-12-10,1,449.97,88.23,60.66
1481,81763298,592784,2025-02-11,4,1121.4,178.73,88.0
1482,26592009,970529,2025-07-06,5,4137.2,59.79,488.17
1483,35812567,561860,2025-04-26,3,2624.34,124.95,270.34
1484,35912599,397973,2025-07-26,4,2914.92,59.12,435.33
1485,899941,760684,2025-10-02,1,71.6,13.19,9.27
1486,97141762,712003,2025-09-04,3,2015.04,378.93,211.42
1487,93699264,131136,2025-02-01,1,37.8,1.55,3.48
1488,35812567,140154,2025-08-14,4,684.8,136.62,50.38
1489,75752515,378230,2025-03-11,3,499.26,64.46,42.57
1490,80571942,120385,2025-04-30,5,2989.55,321.54,404.17
1491,6081270,684939,2025-08-02,4,2911.8,66.11,294.44
1492,55472026,287070,2025-12-30,4,1772.68,274.92,291.99
1493,93563435,913428,2025-01-31,5,1961.1,140.07,354.21
1494,86226771,709916,2025-09-23,2,67.52,0.43,7.54
1495,59197894,847349,2025-03-29,5,3905.4,478.79,493.83
1496,30373140,567671,2025-09-06,4,1673.92,203.75,138.41
1497,82322028,77308,2025-03-13,2,446.54,2.23,38.58
1498,42797397,52729,2025-06-10,4,1264.08,88.8,163.21
1499,1705969,133542,2025-11-12,3,205.47,6.19,21.86
1500,55693909,863930,2025-12-23,1,242.57,48.51,28.81
1501,56248757,687218,2025-09-02,1,317.82,50.38,33.26
1502,42514124,154179,2025-07-26,1,582.87,33.47,96.88
1503,22800586,812607,2025-06-24,2,833.3,150.63,86.85
1504,78868716,219598,2025-07-30,4,1468.32,60.89,167.39
1505,35690581,851978,2025-09-17,3,2147.16,341.57,329.69
1506,58085779,18035,2025-03-09,4,3875.76,342.02,618.89
1507,97185284,587645,2025-06-28,5,4009.05,737.01,531.81
1508,65488134,968887,2025-08-29,3,122.1,16.22,16.67
1509,72576730,491314,2025-06-09,5,4867.2,572.86,377.49
1510,70966268,760828,2025-06-25,3,1690.35,126.34,143.4
1511,26592009,557908,2025-02-17,5,4711.85,788.94,625.43
1512,78961097,807452,2025-01-16,1,144.19,28.27,22.17
1513,30535703,41853,2025-07-08,5,4552.2,317.24,490.54
1514,64932019,689769,2025-12-21,5,233.1,16.96,37.75
1515,58979427,726958,2025-12-12,4,3549.92,532.41,276.45
1516,20310720,154179,2025-03-19,4,2331.48,258.63,176.53
1517,35459748,513199,2025-05-05,2,844.46,120.31,80.24
1518,43799224,927651,2025-10-10,1,426.72,85.26,27.77
1519,71688530,34186,2025-12-03,4,3702.6,276.51,404.46
1520,86839058,847349,2025-01-26,4,3124.32,527.0,363.47
1521,62742797,89084,2025-11-25,2,1197.66,155.69,165.44
1522,5135207,432617,2025-03-31,4,3452.72,267.32,351.09
1523,14367270,378287,2025-08-31,1,332.84,30.67,43.26
1524,76925460,39154,2025-05-23,1,946.86,75.99,169.01
1525,57291761,962591,2025-10-08,1,130.01,10.45,9.62
1526,25595836,891833,2025-04-12,3,1479.57,209.77,138.96
1527,52862822,585299,2025-03-22,4,3197.84,559.75,427.5
1528,45868300,540618,2025-01-20,1,317.05,19.19,47.88
1529,3875480,91670,2025-07-18,4,1756.96,184.56,178.56
1530,12655794,112390,2025-10-07,2,1755.96,159.46,147.72
1531,27955158,762527,2025-08-27,1,690.08,24.55,111.1
1532,34526570,991434,2025-09-01,1,237.62,26.93,30.71
1533,87457446,600767,2025-06-23,1,722.42,26.09,125.48
1534,9573071,56589,2025-01-25,1,517.77,36.37,68.2
1535,60904312,679284,2025-11-12,5,4389.45,666.54,612.24
1536,35690581,679321,2025-04-27,1,738.46,137.63,87.11
1537,24144240,760828,2025-12-03,5,2817.25,257.65,306.56
1538,58152923,532965,2025-11-22,5,1536.15,13.41,288.11
1539,8734819,658389,2025-12-02,1,152.55,21.26,18.65
1540,41612464,704868,2025-11-14,1,193.46,18.99,16.42
1541,95371787,837480,2025-06-29,1,217.4,9.95,22.88
1542,88045094,487931,2025-01-24,5,3545.4,387.45,529.9
1543,51119088,863930,2025-02-19,2,485.14,43.92,69.48
1544,35885052,784673,2025-06-02,1,491.39,59.36,52.27
1545,44888581,36412,2025-07-24,3,1193.04,19.89,107.23
1546,92642745,432617,2025-12-12,5,4315.9,831.22,632.89
1547,31324823,131937,2025-04-02,3,863.43,135.48,110.53
1548,60049160,613942,2025-12-22,4,2180.0,64.34,246.96
1549,75739462,760684,2025-04-23,3,214.8,8.44,36.28
1550,27381533,397973,2025-10-28,4,2914.92,428.64,421.34
1551,4597433,329351,2025-12-09,4,1243.48,113.76,117.75
1552,82169898,313754,2025-12-23,3,409.8,75.91,59.26
1553,16547602,880510,2025-05-18,3,2854.29,236.45,456.64
1554,68159723,448752,2025-12-01,4,640.28,53.79,109.47
1555,91778474,585299,2025-10-19,1,799.46,53.17,101.22
1556,35435896,373536,2025-09-09,5,2470.85,120.1,311.58
1557,73807097,237083,2025-03-19,4,2308.52,241.18,326.41
1558,42589311,36412,2025-10-06,3,1193.04,75.74,140.93
1559,92604392,661577,2025-10-29,3,2162.85,82.91,319.11
1560,38957713,739534,2025-02-27,2,1989.12,171.97,263.44
1561,71276926,739534,2025-05-27,1,994.56,155.96,86.6
1562,70420271,63769,2025-06-21,1,878.07,25.04,162.09
1563,1479065,272170,2025-08-31,2,281.6,28.77,32.77
1564,31569754,890232,2025-03-13,5,2160.0,205.51,286.08
1565,69240186,382511,2025-06-28,1,702.54,35.63,99.39
1566,87444738,26060,2025-03-25,1,342.94,28.01,52.76
1567,84456355,440875,2025-12-07,2,550.06,82.98,50.21
1568,7228206,799688,2025-09-24,1,309.62,9.93,24.47
1569,43980719,324809,2025-12-06,4,2432.0,389.65,206.07
1570,94552818,687218,2025-03-06,1,317.82,5.13,41.93
1571,79206969,669378,2025-11-16,1,212.14,31.6,18.24
1572,52428250,876139,2025-08-25,2,831.5,141.6,93.41
1573,29689766,461804,2025-02-26,5,1553.45,93.69,258.7
1574,12455156,378287,2025-01-17,4,1331.36,93.85,151.62
1575,42209203,652118,2025-05-18,1,22.04,4.11,2.77
1576,91347159,131748,2025-02-27,4,325.4,60.35,32.73
1577,21597477,654623,2025-08-16,1,422.14,24.43,58.71
1578,59297955,274207,2025-01-16,2,657.02,129.58,94.87
1579,54799731,228286,2025-01-26,1,179.08,28.47,25.4
1580,43295656,425341,2025-05-03,1,486.28,72.02,65.73
1581,1301661,34186,2025-09-29,5,4628.25,577.48,581.0
1582,46146390,461804,2025-03-10,1,310.69,11.31,30.02
1583,39153585,376447,2025-05-12,2,1449.68,36.07,213.55
1584,14207332,120385,2025-12-08,4,2391.64,392.84,188.27
1585,81528623,652118,2025-01-30,1,22.04,3.23,1.6
1586,2667357,803607,2025-02-15,1,949.73,31.05,81.66
1587,11705793,461804,2025-04-10,4,1242.76,159.17,138.49
1588,21701991,451933,2025-04-07,3,1706.82,125.6,212.15
1589,26303194,949818,2025-12-25,3,1449.15,89.33,251.01
1590,54893418,487931,2025-08-07,5,3545.4,186.82,627.92
1591,97678578,927651,2025-02-13,3,1280.16,12.99,235.85
1592,89223620,684939,2025-04-23,2,1455.9,118.52,219.69
1593,52678787,644847,2025-06-25,3,1868.43,303.79,175.37
1594,38671747,89084,2025-08-15,1,598.83,87.94,93.08
1595,76309170,712003,2025-10-29,1,671.68,120.8,46.23
1596,894128,714999,2025-09-11,1,882.51,101.23,148.03
1597,50484778,272170,2025-04-13,4,563.2,41.12,94.77
1598,59353207,739534,2025-04-12,3,2983.68,300.58,370.67
1599,91550885,876139,2025-05-01,2,831.5,62.88,122.14
1600,12531927,962591,2025-04-02,5,650.05,77.92,77.25
1601,36517334,851978,2025-01-25,1,715.72,79.3,91.97
1602,6724509,33797,2025-03-28,2,1776.24,148.66,151.78
1603,98691989,490939,2025-11-22,4,321.0,31.24,40.95
1604,82594354,500739,2025-12-08,2,719.96,12.12,64.99
1605,15391556,613942,2025-06-07,2,1090.0,122.56,158.07
1606,10769994,669378,2025-11-15,5,1060.7,194.41,99.64
1607,63368244,707935,2025-10-20,3,2462.7,175.33,374.77
1608,13424885,264803,2025-04-19,3,2987.94,362.43,523.05
1609,79866758,799459,2025-08-10,3,2556.06,100.19,449.31
1610,90586443,425341,2025-02-02,4,1945.12,119.89,176.06
1611,93018527,687218,2025-08-24,3,953.46,91.28,157.88
1612,58238092,240179,2025-08-28,4,362.24,50.12,31.14
1613,73869823,490602,2025-03-10,5,2747.35,13.05,393.37
1614,33394166,706112,2025-12-09,2,957.58,180.25,65.42
1615,12077371,240179,2025-04-11,1,90.56,0.25,16.5
1616,36833857,462526,2025-11-29,5,2249.85,141.06,320.74
1617,31569754,478531,2025-07-26,3,2476.38,321.55,204.91
1618,27336589,194682,2025-07-08,1,912.29,7.46,160.21
1619,79630614,566052,2025-10-04,4,349.2,45.85,52.29
1620,9335625,449106,2025-07-28,4,194.2,34.68,31.81
1621,50680889,704868,2025-01-13,2,386.92,66.94,41.69
1622,36998375,611575,2025-05-13,4,1928.24,77.66,209.74
1623,21658322,623234,2025-10-15,2,659.58,26.13,68.44
1624,49756591,120385,2025-01-29,1,597.91,7.78,66.21
1625,78209683,532965,2025-10-23,5,1536.15,173.44,194.33
1626,10088428,217710,2025-08-07,5,292.95,45.18,26.51
1627,97507853,767398,2025-08-23,1,22.14,2.83,2.09
1628,85626346,144124,2025-11-15,4,650.68,98.85,80.82
1629,48000260,673058,2025-12-26,2,1531.52,228.32,212.65
1630,99627097,853932,2025-12-01,4,3764.76,592.89,577.62
1631,83236183,644847,2025-06-21,2,1245.62,109.21,143.84
1632,83404008,818990,2025-09-22,5,817.75,104.67,72.4
1633,34768050,89084,2025-12-18,5,2994.15,201.53,530.66
1634,49756591,642612,2025-08-15,4,2068.12,411.68,308.08
1635,13978108,962591,2025-04-20,5,650.05,11.74,82.16
1636,75467328,847349,2025-06-21,5,3905.4,320.7,669.71
1637,52913011,540618,2025-02-27,1,317.05,60.08,44.71
1638,59009727,144124,2025-12-06,5,813.35,123.66,104.73
1639,10700664,767398,2025-12-31,1,22.14,0.02,3.39
1640,99824171,951463,2025-03-17,4,3149.6,383.34,253.42
1641,14367270,532965,2025-03-19,5,1536.15,102.5,196.63
1642,19425804,587420,2025-07-26,4,1429.68,221.79,186.05
1643,8241122,140154,2025-05-17,1,171.2,13.6,30.57
1644,3893903,706112,2025-10-10,1,478.79,72.76,59.67
1645,76850859,373536,2025-09-18,5,2470.85,461.2,171.65
1646,64748953,397973,2025-06-17,2,1457.46,181.26,251.82
1647,3893903,760828,2025-02-27,3,1690.35,6.64,314.69
1648,35278126,859361,2025-06-22,5,2161.95,361.98,215.77
1649,16485871,492958,2025-06-04,5,421.0,55.58,48.1
1650,63802820,552883,2025-08-11,4,3552.64,549.48,491.88
1651,73586244,992178,2025-09-24,4,2529.72,466.76,170.37
1652,35912599,891833,2025-01-06,2,986.38,18.22,96.62
1653,38496400,684939,2025-03-12,4,2911.8,479.31,321.33
1654,54375571,451933,2025-10-30,3,1706.82,318.21,215.42
1655,73727901,89084,2025-09-19,4,2395.32,197.38,375.3
1656,47822591,642612,2025-06-23,1,517.03,81.78,46.61
1657,59815512,954722,2025-01-10,5,3082.25,579.39,450.09
1658,89142848,107548,2025-07-22,2,1783.2,190.44,151.89
1659,24357425,901144,2025-11-28,2,680.72,48.6,104.22
1660,1562083,945635,2025-03-24,2,1557.8,119.99,124.46
1661,89669139,623234,2025-02-22,2,659.58,123.95,52.68
1662,42465414,951463,2025-07-02,5,3937.0,559.73,270.32
1663,66252737,847349,2025-05-30,1,781.08,106.27,63.24
1664,99729547,799688,2025-02-11,5,1548.1,121.82,149.87
1665,38565569,171602,2025-05-30,5,4417.2,318.9,658.34
1666,19084027,564692,2025-10-16,1,215.65,12.28,22.59
1667,98012339,378676,2025-01-19,2,1762.84,97.64,187.06
1668,58111297,798639,2025-05-10,3,633.75,109.01,51.84
1669,91144803,264803,2025-07-31,1,995.98,166.87,90.02
1670,81046421,367391,2025-08-08,2,1879.1,353.48,295.98
1671,2234490,77308,2025-03-18,1,223.27,36.14,36.45
1672,59890331,183929,2025-08-25,4,2954.96,352.63,438.03
1673,86050297,930284,2025-02-13,3,568.41,80.77,52.76
1674,89811984,592784,2025-09-23,2,560.7,67.72,82.12
1675,34588087,300159,2025-06-27,2,88.7,2.95,10.6
1676,5226128,784827,2025-09-19,1,274.25,51.75,43.62
1677,86487478,566052,2025-11-05,2,174.6,13.47,23.37
1678,63360864,723678,2025-10-27,3,2026.38,73.91,189.85
1679,37054866,871592,2025-01-08,5,4351.45,549.27,311.55
1680,21524495,890623,2025-03-20,5,1772.6,288.96,138.31
1681,89986926,26060,2025-10-20,4,1371.76,27.09,245.09
1682,37379797,36412,2025-12-24,4,1590.72,161.31,226.59
1683,83304571,397973,2025-07-29,5,3643.65,574.24,394.42
1684,49241309,354409,2025-05-28,4,1300.32,180.24,171.5
1685,51544662,552883,2025-10-12,5,4440.8,294.58,385.56
1686,60319216,491521,2025-03-07,4,2225.4,127.3,407.49
1687,11775073,153019,2025-06-11,1,947.95,163.44,92.99
1688,41640262,306177,2025-07-20,2,1538.48,56.57,220.45
1689,55693909,803607,2025-01-01,4,3798.92,173.03,587.73
1690,67538982,107548,2025-05-01,2,1783.2,23.42,143.74
1691,57063557,124290,2025-12-02,2,79.3,8.61,5.98
1692,83034412,77308,2025-08-29,3,669.81,7.06,59.72
1693,76441843,890232,2025-02-17,3,1296.0,167.06,172.82
1694,8228843,753354,2025-10-11,4,1694.24,108.33,214.6
1695,93723634,123983,2025-08-16,5,3928.35,409.33,464.99
1696,42102289,444361,2025-12-21,5,4113.15,467.71,593.18
1697,59643062,820973,2025-08-15,4,458.08,16.0,76.59
1698,67046342,237083,2025-08-15,1,577.13,90.49,87.63
1699,51547198,681063,2025-08-22,1,321.28,22.9,27.43
1700,38244021,328457,2025-06-09,5,4292.85,663.07,637.34
1701,51034600,901144,2025-02-03,1,340.36,35.2,53.32
1702,60371334,324809,2025-12-20,4,2432.0,373.37,197.94
1703,84572019,669378,2025-05-31,2,424.28,82.33,57.65
1704,57213543,500633,2025-09-21,1,154.5,21.56,19.9
1705,38114014,336847,2025-10-29,3,2810.94,498.23,245.45
1706,89472859,760828,2025-10-17,1,563.45,52.47,74.51
1707,69632084,764014,2025-01-12,4,2448.16,59.78,387.09
1708,96461062,859361,2025-06-02,2,864.78,97.43,150.85
1709,75732571,34186,2025-10-01,4,3702.6,501.13,511.28
1710,88739922,767398,2025-07-16,5,110.7,4.44,12.17
1711,9419030,704868,2025-08-12,3,580.38,47.17,72.73
1712,36428139,954722,2025-03-04,2,1232.9,184.77,124.61
1713,48228547,306177,2025-05-01,4,3076.96,71.44,466.56
1714,79942821,14145,2025-09-04,4,2523.36,159.15,213.67
1715,2684440,131937,2025-03-08,2,575.62,15.73,57.69
1716,88532418,707935,2025-08-30,2,1641.8,5.24,157.31
1717,26844216,839170,2025-05-07,5,2408.15,234.72,243.06
1718,22483684,876139,2025-12-06,2,831.5,26.2,155.06
1719,7288562,658389,2025-09-06,3,457.65,4.87,83.62
1720,43034188,14145,2025-07-21,4,2523.36,239.35,400.96
1721,67701771,659290,2025-09-30,2,638.68,67.0,55.95
1722,77862447,171602,2025-02-28,2,1766.88,58.5,335.23
1723,70420271,516376,2025-03-02,5,4387.15,312.57,492.08
1724,57662767,60619,2025-12-22,4,2905.64,209.23,282.44
1725,99160348,679865,2025-06-15,2,695.82,94.77,92.75
1726,33608451,470449,2025-01-01,1,827.77,35.42,148.84
1727,56248757,34200,2025-08-21,1,319.8,15.69,28.97
1728,17939362,183929,2025-05-30,5,3693.7,163.94,702.57
1729,33544355,114414,2025-12-19,5,4160.3,16.83,391.55
1730,96009692,613942,2025-04-07,5,2725.0,327.67,220.14
1731,2584499,451933,2025-03-17,4,2275.76,231.66,222.11
1732,72489544,937542,2025-02-15,3,291.12,17.92,22.14
1733,80875034,602241,2025-01-14,3,2929.65,507.21,263.28
1734,15391556,6405,2025-02-15,5,1182.55,29.65,147.03
1735,61024977,833557,2025-01-22,5,2114.35,149.38,280.59
1736,1588560,954722,2025-09-13,3,1849.35,256.87,152.17
1737,99734256,760684,2025-06-09,1,71.6,7.81,8.95
1738,19741509,500739,2025-01-24,3,1079.94,13.05,150.28
1739,75640174,853932,2025-08-03,1,941.19,165.78,101.65
1740,13251137,57405,2025-10-22,1,607.67,37.67,57.0
1741,88130777,762527,2025-10-15,2,1380.16,105.3,174.19
1742,1624115,949818,2025-11-20,2,966.1,177.7,123.1
1743,77015367,578097,2025-10-21,2,535.22,40.09,72.47
1744,5140660,51036,2025-10-11,1,931.61,45.67,104.39
1745,76512976,876139,2025-07-14,4,1663.0,99.7,129.26
1746,67708491,962054,2025-06-21,5,84.3,1.62,8.91
1747,30979436,26060,2025-07-19,2,685.88,33.12,119.57
1748,55038040,274207,2025-02-03,2,657.02,77.15,114.28
1749,98858383,953175,2025-05-09,2,450.42,38.52,47.79
1750,23961725,329351,2025-09-30,4,1243.48,163.66,201.15
1751,43574734,807452,2025-04-21,5,720.95,75.48,88.1
1752,27513158,455755,2025-10-31,1,44.09,0.88,5.6
1753,15661901,709916,2025-03-08,1,33.76,5.8,3.61
1754,90586029,968887,2025-05-08,3,122.1,12.77,12.26
1755,55170753,784827,2025-06-05,4,1097.0,129.06,134.79
1756,78806824,681063,2025-03-05,1,321.28,6.86,57.57
1757,5961261,684939,2025-12-02,3,2183.85,209.14,357.08
1758,92404798,36412,2025-08-04,3,1193.04,86.03,171.4
1759,79960955,120385,2025-06-01,3,1793.73,129.88,279.59
1760,17861428,677542,2025-02-01,4,850.44,70.97,82.18
1761,86167288,589812,2025-11-14,4,652.12,13.57,107.6
