sale_id,product_id,sale_date,quantity,sales_amount,discount,profit
1152,89,2025-03-19,1,1298.15,82.92,107.52
1153,250,2025-06-19,5,3852.98,271.36,541.68
1154,40,2025-04-28,2,4612.35,719.73,489.96
1155,121,2025-11-25,4,551.05,57.6,123.1
1156,146,2025-07-20,3,1968.15,116.72,303.92
1157,113,2025-02-03,5,1522.66,295.48,282.19
1158,127,2025-01-29,1,1632.76,296.16,131.78
1159,199,2025-05-19,1,4749.77,130.35,496.84
1160,69,2025-02-14,1,2335.37,310.48,505.07
1161,128,2025-11-14,2,3902.29,346.71,860.51
1162,248,2025-03-22,2,2380.08,274.99,211.74
1163,143,2025-10-12,4,1516.62,6.18,355.21
1164,214,2025-09-21,2,4891.49,928.19,477.84
1165,147,2025-07-07,4,415.16,60.84,72.39
1166,139,2025-05-14,2,2525.25,311.87,317.98
1167,194,2025-07-25,5,1760.26,213.99,180.8
1168,201,2025-12-02,2,267.67,16.99,54.61
1169,136,2025-06-12,3,4866.85,410.83,473.83
1170,240,2025-05-18,1,1115.77,165.24,219.61
1171,194,2025-09-04,2,3985.83,409.86,841.4
1172,179,2025-12-22,2,891.22,148.61,60.79
1173,179,2025-09-19,1,2414.64,60.64,534.29
1174,177,2025-09-13,4,2378.1,363.13,492.02
1175,122,2025-05-31,2,4662.39,128.44,541.18
1176,32,2025-03-30,3,2424.29,137.22,283.96
1177,67,2025-01-25,4,164.45,16.57,22.77
1178,226,2025-10-15,5,4654.61,408.61,523.36
1179,194,2025-08-25,1,2134.93,257.16,348.14
1180,200,2025-04-13,3,4338.59,461.36,606.32
1181,69,2025-11-08,1,1838.6,114.16,389.1
1182,255,2025-10-06,2,3650.98,655.23,353.29
1183,117,2025-08-25,2,2552.11,408.26,299.05
1184,214,2025-09-08,4,3734.59,366.61,324.72
1185,228,2025-10-04,5,1950.38,217.79,366.29
1186,237,2025-02-15,3,1584.86,169.59,298
1187,87,2025-06-05,4,1246.59,86.02,136.12
1188,181,2025-03-23,1,3125.54,560.58,612.55
1189,234,2025-04-11,3,1393.32,45.4,109.82
1190,60,2025-05-27,3,142.29,0.71,15.87
1191,191,2025-11-11,3,2040.36,93.02,258.92
1192,255,2025-06-17,1,3221.92,79.45,505.43
1193,224,2025-05-13,2,292.48,30.56,45.59
1194,268,2025-06-07,4,3911.4,104.66,795.58
1195,166,2025-08-22,3,3149.32,290.32,586.46
1196,226,2025-06-07,1,3228.78,601.91,408.67
1197,137,2025-12-18,2,1670.19,136.23,219.16
1198,109,2025-03-21,2,3603.43,408.89,733.11
1199,231,2025-03-05,1,2380.47,254.26,368.64
1200,68,2025-01-31,1,1850.3,120.32,207.78
1201,79,2025-12-09,4,1129.84,87.84,99.35
1202,134,2025-09-18,1,2584.04,287.92,371.88
1203,75,2025-02-08,1,968.68,155.54,139.36
1204,48,2025-09-30,5,652.47,103.55,136.59
1205,200,2025-04-15,3,1599.69,299.18,127.35
1206,98,2025-07-28,2,1181,173.29,164.29
1207,201,2025-01-14,5,1067.55,187.98,115.43
1208,55,2025-04-25,5,499.86,1.47,72.95
1209,141,2025-12-26,2,3491.76,640.82,553.59
1210,34,2025-11-29,1,2641.58,74.29,207.67
1211,266,2025-07-23,2,512.7,19.09,60.05
1212,214,2025-08-11,1,313.46,7.09,66.78
1213,19,2025-04-20,2,1220.14,118.57,179.07
1214,23,2025-02-28,3,2589.3,329.79,311.99
1215,105,2025-01-14,4,1678.85,168.9,346.97
1216,209,2025-11-14,4,568.45,83.43,92.11
1217,6,2025-05-24,5,3201.98,611.03,384.47
1218,67,2025-04-22,3,287.31,18.55,55.23
1219,15,2025-11-26,1,315.7,16.09,30.9
1220,117,2025-01-07,4,559.01,102.24,66.71
1221,170,2025-07-26,3,2073.04,132.79,332.08
1222,196,2025-06-30,3,3591.06,500.58,538.99
1223,79,2025-11-07,2,2625.93,371.67,501.06
1224,153,2025-05-19,1,66.76,0.68,7.12
1225,75,2025-07-17,1,4054.59,177.35,674.97
1226,99,2025-10-21,3,4646.35,354.27,787.73
1227,253,2025-02-16,2,4594.8,164.32,983.82
1228,114,2025-09-15,2,1953.45,190.74,388.5
1229,116,2025-09-10,5,3388.13,65.17,795.56
1230,260,2025-03-07,4,285.02,27.71,37.08
1231,225,2025-06-22,2,4005.91,347.96,385.27
1232,173,2025-01-30,3,3560.59,590.83,710.31
1233,215,2025-03-31,3,622.88,38.54,71.71
1234,201,2025-05-10,3,201.04,18.26,45.58
1235,175,2025-11-16,1,3078.66,428.59,640.35
1236,188,2025-05-30,4,2213.55,337.97,450.46
1237,74,2025-08-08,1,972.42,62.63,96.98
1238,238,2025-07-07,2,1858.48,14.76,245.14
1239,158,2025-03-12,5,2457.53,146.58,285.38
1240,48,2025-07-10,3,4944.93,69.95,656.76
1241,247,2025-04-23,2,1276.33,252.77,244.28
1242,64,2025-07-20,4,480.72,25.8,58.84
1243,105,2025-12-27,3,2164.34,411.06,204.19
1244,138,2025-12-09,2,4486.26,231.83,815.21
1245,234,2025-01-24,1,2487.09,128.89,475.96
1246,94,2025-01-09,5,650.08,100.43,117.94
1247,1,2025-01-06,4,1211.44,229.54,123.58
1248,69,2025-08-05,3,874.23,91.91,180.07
1249,10,2025-11-06,5,4899.27,435.58,801.55
1250,171,2025-10-05,1,518.4,25.76,57.22
1251,150,2025-04-04,4,3170.6,526.46,335.24
1252,103,2025-04-18,2,3210.48,131.53,559.31
1253,34,2025-06-25,5,4537.61,610,436.45
1254,87,2025-11-28,2,2355.88,14.43,398.15
1255,267,2025-05-01,1,1013.47,180.39,90.33
1256,126,2025-05-29,5,3731.46,529.79,534.84
1257,236,2025-10-26,1,220.51,12.21,22.49
1258,222,2025-10-29,5,439.49,49.85,55.99
1259,256,2025-05-24,5,366.63,20.39,78.06
1260,79,2025-05-01,5,4414.83,554.65,537.57
1261,1,2025-12-23,1,3360.3,627.01,300.06
1262,268,2025-02-03,4,4038.42,10.45,779.11
1263,211,2025-01-01,1,3823.92,292.46,795.66
1264,141,2025-08-10,2,2488.94,314.42,461.96
1265,5,2025-10-05,4,3765.85,238.58,880.9
1266,168,2025-05-03,3,2069.85,382.62,418.97
1267,99,2025-04-02,1,3139.06,199.31,298.25
1268,130,2025-08-06,5,2751.45,479.67,496.32
1269,201,2025-06-06,5,3858.65,468.9,684.41
1270,76,2025-10-23,5,184.29,3.62,17.68
1271,108,2025-05-25,3,1798.72,356.05,217.52
1272,143,2025-12-13,4,4397.18,171.81,864.48
1273,266,2025-03-09,2,341.96,13.66,69.15
1274,161,2025-07-24,3,752.74,2.24,151.93
1275,246,2025-01-31,3,2874.57,482.16,477.06
1276,241,2025-09-16,2,2982.41,175.48,578.63
1277,217,2025-10-10,5,3089.55,31.03,710.19
1278,9,2025-04-24,5,656.43,94.06,82.71
1279,263,2025-12-03,1,2207.64,175.67,195.26
1280,128,2025-03-07,3,3413.38,504.71,400.26
1281,232,2025-05-15,5,3359.11,597.14,245.27
1282,9,2025-05-09,1,4826.49,589.81,963.16
1283,198,2025-01-04,5,748.78,121.58,101.64
1284,98,2025-03-23,1,796.38,85.44,64.97
1285,232,2025-04-24,2,312.51,8.74,55.41
1286,249,2025-09-19,5,2335.19,382.61,267.94
1287,140,2025-01-20,4,1812.88,24.97,342.16
1288,203,2025-03-26,2,1317.15,31.84,142.98
1289,94,2025-08-22,4,1193.24,149.9,254.93
1290,147,2025-01-01,3,243.36,3.39,22.86
1291,154,2025-01-25,2,4602.07,205.02,1039.71
1292,21,2025-10-03,5,4201.67,273.02,814.42
1293,84,2025-06-06,2,470.19,87.57,89.3
1294,54,2025-05-24,4,200.72,29.25,37.16
1295,53,2025-04-23,3,3382.37,432.72,293.29
1296,196,2025-02-11,3,3531.59,351.15,651.83
1297,182,2025-03-26,2,4047.94,222.55,316.16
1298,58,2025-03-06,4,1585.64,242.2,293.56
1299,154,2025-05-29,4,2509.58,196.96,398.7
1300,118,2025-05-26,2,2805.46,43.97,545.34
1301,96,2025-06-09,4,443.46,40.9,38.14
1302,241,2025-08-26,4,686.59,82.19,75.05
1303,159,2025-03-09,3,3149.57,433.89,494.7
1304,56,2025-10-06,1,459.03,69.81,89.72
1305,85,2025-02-08,3,867.94,160.03,116.47
1306,73,2025-01-10,4,1558.07,187.43,336.62
1307,268,2025-07-16,4,1345.74,142.43,178.14
1308,125,2025-10-02,2,4217.41,677.43,843.45
1309,32,2025-06-20,3,4446.48,424.73,652.09
1310,206,2025-12-10,2,2601.33,518.38,238.42
1311,256,2025-11-06,4,3211.33,474.72,368.12
1312,21,2025-06-22,5,185.78,14.01,35.08
1313,195,2025-09-03,1,4870.65,388.42,1006.83
1314,174,2025-04-05,4,2408.03,121.65,246.78
1315,69,2025-08-07,4,2880.34,560.61,411.25
1316,175,2025-07-14,5,3308,179.15,763.74
1317,115,2025-03-19,2,392.24,38.84,37.79
1318,177,2025-01-29,1,4208.19,588.27,805.07
1319,157,2025-03-08,2,1654.91,159.68,136.45
1320,198,2025-06-26,2,2297.8,180.41,192.86
1321,216,2025-03-24,5,852.47,61.76,86.72
1322,82,2025-04-17,4,3079.44,536.68,597.03
1323,48,2025-05-05,2,2668.21,31.67,311.21
1324,97,2025-08-02,4,622.24,122.28,99
1325,71,2025-05-28,2,3086.98,197.61,314.02
1326,69,2025-07-19,1,2891.13,403.21,489.92
1327,103,2025-08-08,5,2655.59,393.05,404
1328,154,2025-06-21,1,4028.33,763.86,392.72
1329,10,2025-08-27,5,2386.9,266.1,265.69
1330,62,2025-11-07,5,2402.93,399.78,250.56
1331,255,2025-05-12,3,1950.7,243.82,382.38
1332,77,2025-09-27,1,122.08,16.03,15.07
1333,162,2025-09-23,3,1486.42,254.97,219.09
1334,171,2025-08-18,4,4435.53,789.59,703.68
1335,33,2025-11-29,2,142.43,24.74,28.39
1336,24,2025-03-28,2,4968.24,876.28,777.13
1337,186,2025-09-26,4,2717.09,158.6,433.31
1338,106,2025-09-21,4,3763.34,305.71,804.78
1339,240,2025-09-24,3,808.38,55.39,99.27
1340,247,2025-09-03,2,2083.38,23.83,422.27
1341,165,2025-08-05,4,688.42,30.96,93.79
1342,163,2025-11-26,3,2619.74,67.71,253.4
1343,26,2025-06-13,5,4361.04,301.99,984.85
1344,72,2025-05-26,4,2651.7,106.66,615.75
1345,162,2025-08-26,1,730.89,28.85,67.72
1346,126,2025-04-13,1,175.63,25.27,21.11
1347,183,2025-11-22,3,961.2,42.48,102.44
1348,55,2025-11-13,2,3195.74,258.84,608.26
1349,94,2025-08-19,4,1869.27,41.48,263.34
1350,256,2025-06-21,3,2013.49,146.23,274.67
1351,77,2025-06-01,2,4812.02,362.61,457.27
1352,110,2025-02-12,4,213.23,13.75,34.75
1353,261,2025-03-15,2,2550.73,136.6,378.75
1354,232,2025-07-30,2,4409.56,750.51,561.62
1355,104,2025-02-24,4,4020.76,221.19,641.7
1356,14,2025-05-01,5,768.52,3.79,123.89
1357,75,2025-08-21,1,3903.21,686.13,538.88
1358,217,2025-10-21,4,1460.99,241.98,225.51
1359,57,2025-02-13,1,4523.52,707.85,554.64
1360,83,2025-05-31,4,3980.52,204.06,355.46
1361,84,2025-12-09,1,4883.84,84,572.61
1362,261,2025-12-21,5,3211.47,534.76,253.85
1363,119,2025-10-19,5,3202.33,549.64,561.47
1364,142,2025-03-24,3,4807.82,749.18,607.63
1365,256,2025-09-24,5,2083.72,142.76,286.27
1366,236,2025-06-03,5,213.23,15.94,27.07
1367,234,2025-11-14,1,1543.23,225.99,191.58
1368,25,2025-06-09,2,2126.98,271.6,279.28
1369,135,2025-08-14,5,3581.74,31.54,830.83
1370,90,2025-07-23,3,4628.93,160.89,744.23
1371,183,2025-04-10,3,3103.2,388.54,315.68
1372,10,2025-03-12,2,4659.62,450.48,716.92
1373,202,2025-06-12,5,3431.33,207.66,761.83
1374,74,2025-04-24,3,2044.72,399.88,137.12
1375,153,2025-10-19,1,720.74,49.48,146.03
1376,123,2025-06-24,4,183.26,28.46,16.59
1377,249,2025-11-07,3,2487.77,335.42,447.93
1378,34,2025-03-21,5,2378.93,445.35,353.94
1379,177,2025-09-30,3,3215.68,446.66,572.38
1380,111,2025-02-09,2,1401.84,70.19,324.05
1381,100,2025-12-13,2,454.62,45.14,100.18
1382,181,2025-05-15,5,1233.11,16.26,164.21
1383,108,2025-11-01,1,527.82,28.33,111.12
1384,120,2025-09-16,1,4624.32,719.39,565.24
1385,100,2025-08-01,2,2693.14,20.56,591
1386,89,2025-10-04,1,2292.69,32.93,529.08
1387,106,2025-05-04,5,4201.19,682.36,581.57
1388,98,2025-06-24,5,260.48,25.28,37.69
1389,200,2025-07-24,5,148.09,12.15,20.4
1390,135,2025-09-10,5,2989.07,128.48,634.4
1391,119,2025-02-10,1,2415.51,204.33,242.56
1392,132,2025-12-30,2,2174.9,318.16,432.22
1393,257,2025-04-02,2,1351.1,62.51,190.49
1394,84,2025-05-12,2,2384.05,415.23,394.98
1395,1,2025-02-16,5,2529.97,202.28,250.36
1396,178,2025-09-18,2,460.59,81.6,54.07
1397,64,2025-04-12,5,770.77,30.03,184.35
1398,89,2025-08-18,3,2887.65,449.12,455.91
1399,152,2025-08-27,1,4846.92,443.71,417.76
1400,104,2025-02-14,5,3233.79,17.2,454.03
1401,220,2025-11-21,1,458.27,1.75,69.27
1402,34,2025-04-08,5,454.11,22.43,67.41
1403,220,2025-12-03,4,431.57,78.25,86.17
1404,212,2025-05-11,2,558.85,97.74,84.71
1405,235,2025-07-25,5,3711.58,725.65,716.9
1406,214,2025-04-19,4,2168.26,71.39,493.57
1407,126,2025-08-29,2,4129.59,466.52,815.78
1408,194,2025-01-06,1,4773.02,511.08,570.44
1409,112,2025-05-23,5,4359.73,379.05,798.83
1410,90,2025-01-29,1,3601.22,519.02,272.02
1411,54,2025-02-17,4,4289.39,190.78,450.38
1412,196,2025-12-26,4,1672.99,130,154.97
1413,159,2025-11-12,4,1077.27,21.44,86.72
1414,51,2025-12-20,1,120.72,9.07,21.02
1415,138,2025-10-11,4,3737.15,276.3,522.46
1416,31,2025-07-13,5,3031.59,524.98,485.25
1417,184,2025-12-03,5,2525.75,312.47,431.53
1418,187,2025-12-21,5,2100.83,333.93,330.6
1419,90,2025-04-18,2,973.83,113.09,96.97
1420,163,2025-11-14,4,3290.15,624.89,558.7
1421,249,2025-06-08,4,4805.3,789.83,663.62
1422,27,2025-08-04,3,1443.76,33.29,152.96
1423,244,2025-07-09,5,2224.77,194.04,454.67
1424,75,2025-06-18,2,4023.76,130.41,378.19
1425,111,2025-08-31,2,4534.66,705.4,937.01
1426,147,2025-04-01,2,90.96,7.38,11.68
1427,74,2025-01-03,4,2392.38,102.63,245.71
1428,234,2025-02-01,5,1902.46,187.3,334.18
1429,209,2025-08-23,5,3915.92,696.18,799.54
1430,172,2025-04-08,3,1092.18,66.87,181.5
1431,81,2025-05-01,1,2229.23,266.8,197.26
1432,36,2025-07-28,2,4558.53,184.44,438.93
1433,186,2025-06-28,1,2660.85,393.19,517.25
1434,53,2025-06-20,5,3762.59,745.08,737.86
1435,45,2025-11-21,4,2823.77,287.69,487.16
1436,88,2025-05-11,1,1552.04,280.87,139.41
1437,150,2025-01-14,2,1904.44,95.1,176.72
1438,81,2025-06-15,1,4865.03,123.4,901.32
1439,203,2025-09-27,2,4851.5,15.69,483.76
1440,193,2025-10-21,4,262.96,43.32,25.43
1441,42,2025-05-26,5,4598.91,35.86,1011.11
1442,145,2025-09-27,5,3110.33,186.38,452.69
1443,57,2025-08-02,2,2870.47,457.11,206.12
1444,70,2025-08-08,4,1814.29,270.3,239.12
1445,221,2025-01-27,1,2312.19,310.4,298.95
1446,140,2025-11-02,5,1906.48,79.27,226.51
1447,147,2025-05-03,2,2475.04,404.75,195.46
1448,50,2025-07-21,3,2075.05,246,424.04
1449,252,2025-06-17,1,190.94,29.44,37.52
1450,242,2025-12-14,3,1502.53,35.25,247.72
1451,211,2025-10-06,2,1586.14,158.12,333.59
1452,112,2025-08-03,4,155.85,8.08,14.01
1453,93,2025-08-29,4,4984.72,592.14,457.42
1454,245,2025-04-16,1,1243.25,152.05,230.85
1455,5,2025-06-13,1,4284.09,163.51,451.33
1456,83,2025-10-06,1,4353.16,691.31,433.33
1457,140,2025-09-05,1,677.21,85.9,60.4
1458,89,2025-01-27,3,556.89,10.9,123.39
1459,98,2025-05-18,4,3642.36,635.05,662.36
1460,239,2025-05-10,4,3164.47,95.89,460.72
1461,27,2025-08-11,1,1901.05,315.36,143.09
1462,40,2025-01-24,1,3321.84,512.23,288.66
1463,145,2025-05-05,3,1599.02,228.69,317.54
1464,197,2025-01-26,4,3535.6,440.65,308.99
1465,22,2025-01-18,1,2435.08,483.49,312.67
1466,110,2025-05-04,4,2344.86,5.77,218.59
1467,74,2025-03-19,3,2403.77,163.02,477.42
1468,84,2025-10-14,4,3925.41,729.92,422.74
1469,258,2025-01-13,2,229.26,38.49,33.19
1470,194,2025-08-31,4,3230.86,26.02,482.67
1471,111,2025-08-24,2,4793.05,187.69,685.26
1472,95,2025-03-29,5,3252.2,439.59,277.19
1473,261,2025-09-26,3,3987.75,573.02,744.27
1474,235,2025-09-10,5,3608.23,43.9,288.02
1475,132,2025-08-09,4,580.4,66.54,114.57
1476,15,2025-07-31,3,3149.82,604.51,225.42
1477,45,2025-03-05,2,3156.72,68.19,320.06
1478,211,2025-06-23,5,1375.91,79.74,213.24
1479,162,2025-11-11,4,4324.27,413.82,449.26
1480,257,2025-12-21,1,892.3,170.23,71.03
1481,41,2025-06-03,4,1627.26,42.99,394.28
1482,132,2025-04-13,4,2293.91,374.49,242.68
1483,215,2025-07-17,2,276.82,34.54,30.44
1484,64,2025-01-14,2,3735.4,157.54,482.77
1485,122,2025-12-28,4,4314.04,143.4,657.36
1486,178,2025-05-22,2,1847.42,330.4,179.45
1487,101,2025-04-08,3,2328.32,321.57,205.97
1488,247,2025-05-15,1,2414.83,177.85,247.56
1489,211,2025-12-19,1,3757.76,725.68,753.91
1490,135,2025-04-02,4,1002.01,107.03,160.85
1491,30,2025-10-14,1,4073.06,402.34,659.04
1492,73,2025-01-10,3,3349.84,603.33,303.7
1493,211,2025-01-10,2,1134.39,180.59,174.3
1494,135,2025-04-06,5,4712.17,488.95,387.74
1495,177,2025-03-30,4,3106.78,291.16,469.25
1496,25,2025-01-03,4,1735.98,209.07,380.15
1497,4,2025-01-07,3,1145.58,153.84,236.11
1498,119,2025-12-09,1,3526.11,623,646.52
1499,212,2025-08-13,4,1934.71,372.3,267.32
1500,232,2025-06-09,5,3216.7,429.97,475.79
1501,46,2025-11-06,4,1480.95,62.56,116.23
1502,2,2025-04-29,2,1516.06,269.49,137.76
1503,191,2025-06-07,2,2036.32,275.59,211.24
1504,95,2025-03-26,3,1990.35,142.73,458.11
1505,70,2025-09-07,3,2796.25,259.42,284.59
1506,236,2025-08-31,2,74.77,9.36,14.67
1507,45,2025-07-14,3,973.62,35.11,222.46
1508,256,2025-07-21,3,715.83,70.3,113.3
1509,25,2025-02-25,4,4081.57,367.02,397.16
1510,209,2025-10-05,1,4043.32,432.18,840.66
1511,36,2025-09-06,3,1852.1,116.71,202.18
1512,151,2025-05-02,3,4780.33,532.82,1023.88
1513,9,2025-10-31,1,3714.75,136.05,420.9
1514,131,2025-01-10,4,4844.29,451.9,904.69
1515,80,2025-11-18,1,3957.75,629.81,631.87
1516,94,2025-09-05,3,1035.36,172.34,154.65
1517,179,2025-11-24,3,2296.23,164.25,397.28
1518,69,2025-09-05,5,968.36,125.6,209.82
1519,124,2025-01-10,5,1386.56,267.06,114.52
1520,30,2025-02-07,5,1471.92,112.88,168.87
1521,152,2025-04-22,2,3141.99,129.05,639.43
1522,25,2025-02-01,3,4834.37,684.74,397.85
1523,78,2025-11-20,1,2717.71,279.82,433.3
1524,173,2025-12-31,5,4054.65,200.26,801.41
1525,170,2025-04-13,4,1177.79,83.28,180.13
1526,259,2025-07-12,2,4355.46,11.29,514.67
1527,236,2025-01-14,3,3992.93,279.66,617.67
1528,47,2025-01-14,5,483.34,69.62,72.74
1529,32,2025-05-12,3,4934.38,846.65,474.95
1530,246,2025-07-18,1,719.55,104.69,119.01
1531,268,2025-10-14,5,3492.43,103.31,282.01
1532,234,2025-02-08,2,3576.85,549.83,587.19
1533,99,2025-02-26,2,3336.85,0.26,601.99
1534,168,2025-01-20,5,3658.22,192.85,701.71
1535,161,2025-11-04,1,274.61,21.87,56.24
1536,195,2025-10-25,3,2856.54,236.42,604.37
1537,203,2025-10-16,3,4713.59,37.73,525.45
1538,24,2025-05-09,2,2138.72,258.48,203.49
1539,23,2025-07-12,1,1081.82,159.24,186.69
1540,234,2025-12-11,5,4041.46,239.33,415.37
1541,38,2025-04-14,1,3783.31,192.99,539.65
1542,161,2025-08-28,1,3195.45,449.26,570.15
1543,44,2025-05-26,5,4899.95,532.76,673
1544,1,2025-01-08,2,1830.16,281.63,359.79
1545,249,2025-09-09,1,2464.26,470.53,425.3
1546,247,2025-11-09,3,2408.94,108.61,201.98
1547,42,2025-11-03,2,1922.1,340.62,304.41
1548,45,2025-08-17,1,3692.35,496.75,305.85
1549,17,2025-07-15,2,4229.32,264.23,549.44
1550,33,2025-09-30,3,3677.33,472.95,790.1
1551,77,2025-08-01,5,3936.4,595.1,312.31
1552,215,2025-10-04,2,2870.6,460.68,496.44
1553,264,2025-12-07,1,4366.79,722.79,328.12
1554,9,2025-01-06,5,4670.14,475.8,530.11
1555,181,2025-04-27,2,3197.02,518.06,514.41
1556,1,2025-02-07,3,3812.58,155.61,368.14
1557,4,2025-10-08,3,940.67,168.32,63.01
1558,23,2025-07-14,4,1009.52,85.93,156.84
1559,193,2025-10-14,1,3970.4,557.09,683.84
1560,188,2025-08-12,2,3434.93,413.15,695.01
1561,111,2025-05-05,3,208.8,24.36,22.46
1562,154,2025-09-28,1,1863.93,178.76,209.74
1563,48,2025-02-04,2,4010.68,286.14,435.72
1564,202,2025-09-24,3,343.25,5.58,81.97
1565,216,2025-11-30,1,760.76,109.62,156.13
1566,135,2025-02-05,2,922.16,46.86,86.28
1567,231,2025-10-25,1,570.5,79.04,53.68
1568,32,2025-06-11,4,3441.81,474.52,390.21
1569,222,2025-10-02,3,2307.08,66.9,471.54
1570,108,2025-06-11,4,831.22,16.77,74.99
1571,226,2025-03-05,2,3707.35,20.36,862.96
1572,119,2025-08-18,5,604.03,50.34,57.1
1573,20,2025-08-26,4,406.94,73.89,69.86
1574,257,2025-10-11,5,4155.7,591.37,353.89
1575,88,2025-10-22,3,1560.1,20.07,255.89
1576,240,2025-07-27,1,921.31,175.83,125.44
1577,242,2025-12-31,5,1760.79,62.52,310.56
1578,99,2025-05-22,2,296.2,33.72,49.69
1579,206,2025-01-03,2,3684.41,429.54,644.78
1580,101,2025-06-04,2,4410.32,780.18,748.53
1581,73,2025-02-13,3,1121.59,94.57,100.89
1582,26,2025-05-08,3,2307.18,244.74,365.16
1583,64,2025-10-13,5,659.26,9.9,66.91
1584,250,2025-12-02,3,1029.42,179.08,200
1585,189,2025-10-02,4,649.17,49.01,127.16
1586,102,2025-10-20,4,3963.39,284.88,562.01
1587,227,2025-07-06,5,3838.84,514.11,405.99
1588,185,2025-08-31,1,2533.65,77.84,246.61
1589,142,2025-02-13,5,4784.19,818.49,953.16
1590,53,2025-01-06,3,4040.81,50.92,511.65
1591,5,2025-03-13,4,1875.69,25.33,178.27
1592,44,2025-01-15,2,4769.65,283.79,547.01
1593,198,2025-04-27,3,3557.1,197.57,610.08
1594,76,2025-06-23,1,2754.59,165.58,611.23
1595,51,2025-02-13,5,3214.49,443.4,299.88
1596,61,2025-05-03,3,2214.25,409.52,229.36
1597,226,2025-11-21,2,3172.2,458.44,667.61
1598,247,2025-01-13,4,1062.12,36.2,251.54
1599,250,2025-07-24,3,1278.58,148.71,166.61
1600,263,2025-12-05,5,729.96,4.16,168.19
1601,219,2025-08-25,3,855.63,80.47,191
1602,258,2025-03-25,4,4796.53,121.31,691.97
1603,62,2025-09-27,2,4885,222.33,745.89
1604,147,2025-10-07,5,1328.68,254.04,87.03
1605,241,2025-01-09,5,2986.19,333.87,650.46
1606,82,2025-06-18,5,272.54,25.86,27.7
1607,89,2025-04-06,4,4798.27,644.28,365.05
1608,77,2025-07-05,1,399.18,38.7,58.16
1609,121,2025-05-03,3,3555.58,283.01,577.33
1610,25,2025-07-18,4,2479.49,172.82,395.73
1611,182,2025-12-02,2,2837.74,59.27,682.29
1612,171,2025-12-02,5,2324.37,190.44,483.73
1613,129,2025-01-14,1,1011.08,154.19,205.63
1614,254,2025-10-10,3,4623.89,737.45,889.47
1615,82,2025-01-02,5,1205.37,80.75,276.19
1616,73,2025-08-07,5,4715.15,771.17,731.44
1617,208,2025-05-01,1,298.55,24.44,49.63
1618,149,2025-02-11,3,307.57,8.2,24.79
1619,123,2025-06-10,1,419.61,12.05,64.04
1620,196,2025-03-25,3,2023.26,36.84,320.51
1621,118,2025-09-18,2,3984.26,266.22,866.76
1622,161,2025-01-28,3,2114.35,128.08,206.45
1623,214,2025-05-12,4,74.85,9.79,11.49
1624,233,2025-12-30,1,3568.01,41.43,672.4
1625,262,2025-09-30,5,4861.43,931.58,704.64
1626,8,2025-11-07,2,3428.1,550.23,580.36
1627,148,2025-07-28,4,1966,298.97,410.98
1628,138,2025-03-02,5,3351.23,182.68,350.39
1629,120,2025-12-16,5,645.29,101.3,121.31
1630,218,2025-08-08,2,54.77,7.71,5.81
1631,232,2025-05-14,3,3745.15,670.81,352.67
1632,120,2025-07-06,1,3742.67,425.26,760.92
1633,177,2025-08-01,4,4493,639.36,449.48
1634,69,2025-12-09,5,829.17,134.41,67.49
1635,23,2025-11-18,1,877.18,71.04,191.67
1636,222,2025-07-23,3,1727.99,327.44,290.11
1637,60,2025-07-21,2,3002.16,579.47,366.48
1638,75,2025-01-06,2,1349.87,92.37,132.57
1639,115,2025-05-26,2,2703.65,151.32,440.38
1640,138,2025-08-11,4,3482.59,437.45,599.53
1641,25,2025-04-23,1,2374.4,148.39,224.94
1642,228,2025-06-28,1,2211.23,117.41,210.91
1643,25,2025-04-28,2,2601.97,143.51,561.64
1644,59,2025-12-12,3,4378.49,130,600.29
1645,132,2025-07-29,3,2798.46,201.72,326.13
1646,122,2025-07-26,4,4589.62,366.63,382.03
1647,242,2025-07-27,3,4422.53,322.17,587.02
1648,252,2025-09-16,3,719.35,110.91,121.37
1649,43,2025-11-12,5,2936.13,540.62,457.91
1650,133,2025-05-15,1,248.29,36,39.11
1651,19,2025-04-09,3,1072.72,83.94,183.52
1652,50,2025-04-03,2,3869.96,567.12,517.16
1653,177,2025-04-28,3,201,0.75,35.94
1654,200,2025-12-13,1,656.09,2.83,59.71
1655,190,2025-03-23,4,1072.01,141.88,85.08
1656,216,2025-03-08,3,1075.35,166.27,149.07
1657,194,2025-06-15,3,4672.96,45.9,608.61
1658,212,2025-11-22,5,3442.45,358.49,532.13
1659,185,2025-04-05,5,4144.53,507.21,375.35
1660,137,2025-06-23,2,3898.17,36.42,808.22
1661,126,2025-08-16,1,4347.11,838.04,575.39
1662,9,2025-08-13,5,3931.25,504.62,767.83
1663,115,2025-11-24,1,4373.19,546.22,518.5
1664,183,2025-08-28,5,3656.98,686.85,621.14
1665,225,2025-08-21,2,2592.69,254.99,259.78
1666,18,2025-11-16,2,1199.83,180.15,99.49
1667,36,2025-06-13,5,1738.11,306.58,269.25
1668,123,2025-01-24,3,3136.17,620.23,269.72
1669,122,2025-01-04,1,2747.09,5.72,255.83
1670,229,2025-06-06,2,4996.82,807.64,372.69
1671,12,2025-03-18,4,1211.35,95.5,114.21
1672,86,2025-07-25,5,1352.05,118.3,220.82
1673,257,2025-10-18,4,2771.17,235.22,227.44
1674,78,2025-02-20,2,542.01,22.85,125.94
